Era	Name	Notes (Join the Discord if we missed anything)	Length	Release Date	Type	Streaming	Link(s)
Yeezus 2	D'banj - Scape Goat (feat. Kanye West) (prod. Don Jazzy)	Track 12 from D'banj's 2013 album D'Kings Men.	3:50	Jun 24, 2013	Feature	Yes	https://open.spotify.com/track/0h9DKrILS5jRAA9fhR4YIO?si=04b40ac51e174223
Yeezus 2	Big Sean - Hall Of Fame [Album] (exec. prod. Big Sean & Kanye West)	Big Sean's 2013 album Hall Of Fame. Executive produced by Big Sean and Kanye West. Contains 15 tracks. Art direction by Matthew Williams. Designed by Mike Waxx and Mike Carson. Photography by Kacper Kasprzyk.	61:09	Aug 27, 2013	Production	Yes	https://open.spotify.com/album/5RlT8X7XGGLKUhoimrDl54?si=x0RTXHfHRJW2nnmex2Bceg
Yeezus 2	Big Sean - Nothing Is Stopping You (feat. James Fauntleroy, Kanye West, DJ Mo Beatz, Myra Anderson & Zeno Jones) (prod. KeY Wane)	Track 1 from Big Sean's 2013 album Hall Of Fame. Features bass and guitar from Steve Wyreman. Written by Big Sean, KeY Wane, Pharrell Williams, and Alexander Izquierdo. Mixed by Rob Kinelski and Maximilian Jaeger. Mastered by Dave Kutch. Engineered by Rob Kinelski and Anna Ugarte. Samples the song "Rocket's Theme" by Pharrell Williams. Interpolates the song "Clique (Live at the Palace)" by Big Sean & Kanye West.	5:03	Aug 27, 2013	Feature	Yes	https://open.spotify.com/track/2YhBJbeXBz2VsthtV5O4bY?si=e53e257b0c714164
Yeezus 2	John Legend - Love In The Future [Album] (exec. prod. John Legend, Dave Tozer, Kanye West & Eddie Blackmon)	John Legend's 2013 album Love In The Future. Executive produced by John Legend, Dave Tozer, Kanye West, and Eddie Blackmon. Contains 16 tracks. Art direction by Virgil Abloh and Matthew Williams. Photography by Matthew Williams. Designed by Chris Feldmann and Michelle Holme.	49:11	Sep 3, 2013	Production	Yes	https://open.spotify.com/album/4OTAx9un4e6NfoHuVRiOrC?si=Aij6wPBiS9S2e4CI9nhOFg
Yeezus 2	John Legend - The Beginning... (prod. Hit-Boy, Dave Tozer & Kanye West)	Track 2 from John Legend's 2013 album Love In The Future. Features drum programming from Dave Tozer and Nana Kwabena. Features keyboards from Dave Tozer and Andrew Horowitz. Mixed by Dave Tozer. Mastered by Dave Kutch. Engineered by Dave Tozer, Jason Agel, and Dave Rowland. Samples the song "Winter Song" by Sara Bareilles & Ingrid Michaelson.	3:25	Sep 3, 2013	Production	Yes	https://open.spotify.com/track/6KLgKZwCJp8GWo35KEOF3S?si=a03471475d7946d3
Yeezus 2	John Legend - Open Your Eyes (prod. Dave Tozer, DJ Camper, Jr., Kanye West & Boogz)	Track 3 from John Legend's 2013 album Love In The Future. Cover of the song "Open Your Eyes" by Bobby Caldwell. Features guitar from Dave Tozer and MIKE DEAN. Features bass from Dave Tozer. Features keyboards from Dave Tozer, DJ Camper, Jr., and Andrew Horowitz. Features piano from Andrew Horowitz. Mixed by Dave Tozer. Mastered by Dave Kutch. Engineered by Dave Tozer, Jason Agel, Noah Goldstein, MIKE DEAN, Dave Rowland, and Phil Joly. Samples the song "You're Gettin' a Little Too Smart" by Detroit Emeralds.	3:06	Sep 3, 2013	Production	Yes	https://open.spotify.com/track/03YrTPLMgGXQOlKTTBwgiO?si=0073489da01d47d6
Yeezus 2	John Legend - Made to Love (feat. Kimbra & Aude Cardona) (prod. Dave Tozer, Nana Kwabena, Kanye West, Mark Williams & Andrew Horowitz)	Track 4 from John Legend's 2013 album Love In The Future. Features claps from Dave Tozer, Jason Agel, Mark Williams, and Mike Vecchio. Features keyboards from Dave Tozer, Justin Baron, Mark Williams, and Andrew Horowitz. Features guitar from Justin Baron. Features violin from Cyrus Beroukhim, Philip Payton, Rob Moose, Kiku Enomoto, J. Mae Barizo, and Annaliesa Place. Features viola from Richard A. Brice and Orlando Wells. Features cello from Wolfram Koessel. Mixed by Dave Tozer and Jason Agel. Mastered by Dave Kutch. Engineered by Dave Tozer, Jason Agel, Nana Kwabena, and Dave Rowland. Samples the song "The Original Video Clash" by Lil' Louis.	4:00	Sep 3, 2013	Production	Yes	https://open.spotify.com/track/1G2Ya2ubnlS7xFfs1CfY3j?si=cbec991b867f4681
Yeezus 2	John Legend - Who Do We Think We Are (feat. Rick Ross) (prod. Bink!, Dave Tozer, Nana Kwabena, Kanye West, Mark Williams & The Twilite Tone)	Track 5 from John Legend's 2013 album Love In The Future. Features bass from Dave Tozer. Features keyboards from Dave Tozer, Mark Williams, and Andrew Horowitz. Features drum programming from Nana Kwabena. Features piano from Andrew Horowitz. Features harp from Brandee Younger. Features turntables from DJ Spider. Mixed by Manny Marroquin, Chris Galland, and Delbert Bowers. Mastered by Dave Kutch. Engineered by Dave Tozer, Jason Agel, John Rivers, and Dave Rowland. Samples the songs "Let Love Rule (live)" by Lenny Kravitz, "If I Should Die Tonight" by Marvin Gaye, and "Mr. Big Stuff" by Jean Knight.	4:52	Sep 3, 2013	Production	Yes	https://open.spotify.com/track/2scd9lw4ljzDwMfG3WW4gD?si=0e3a999a3fd24eaa
Yeezus 2	John Legend - Hold On Longer (prod. 88-Keys, Dave Tozer, Kanye West, Andrew Horowitz & Steve Tirpak)	Track 7 from John Legend's 2013 album Love In The Future. Features keyboards from Dave Tozer, Mark Williams, and Andrew Horowitz. Features piano from Mark Williams. Features violin from Cyrus Beroukhim, Philip Payton, Rob Moose, Kiku Enomoto, J. Mae Barizo, and Annaliesa Place. Features viola from Richard A. Brice and Orlando Wells. Features cello from Wolfram Koessel. Mixed by Dave Tozer and Jason Agel. Mastered by Dave Kutch. Engineered by Dave Tozer, Jason Agel, Dave Rowland, and Phil Joly.	2:38	Sep 3, 2013	Production	Yes	https://open.spotify.com/track/5GNvTRrghExnVkZfAasBXg?si=78e5efca58b14808
Yeezus 2	John Legend - Save The Night (feat. Jessyca Wilson) (prod. The Runners, John Legend, Dave Tozer, Kanye West, Mark Williams & Andrew Horowitz)	Track 8 from John Legend's 2013 album Love In The Future. Features keyboards from Dave Tozer, Mark Williams, and Andrew Horowitz. Features drum programming from Nana Kwabena. Features piano from Andrew Horowitz. Mixed by Dave Tozer. Mastered by Dave Kutch. Engineered by Dave Tozer, Jason Agel, Dave Rowland, and John Horne.	3:09	Sep 3, 2013	Production	Yes	https://open.spotify.com/track/7vugjA0BxBUIRqrdRjncBx?si=eaa27443d83b425c
Yeezus 2	John Legend - What If I Told You? (Interlude) (feat. James Fauntleroy) (prod. Kanye West, The Twilite Tone & Ken Lewis)	Track 10 from John Legend's 2013 album Love In The Future. Features guitar from Dave Tozar. Features keyboards from Dave Tozer and Andrew Horowitz. Features trumpet, flugel horn, and trombone from Danny Flam. Mixed by Dave Tozer and Jason Agel. Mastered by Dave Kutch. Engineered by Dave Tozer, Jason Agel, Jim Caruana, Brent Kolatalo, and Dave Rowland.	0:50	Sep 3, 2013	Production	Yes	https://open.spotify.com/track/3okyrXShiPzxXzWwAGQHIm?si=60882d3e810c4064
Yeezus 2	John Legend - Dreams (prod. John Legend, Dave Tozer, DJ Camper, Jr. & Kanye West)	Track 11 from John Legend's 2013 album Love In The Future. Features piano from John Legend. Features keyboards from Dave Tozer and Andrew Horowitz. Mixed by Dave Tozer and Jason Agel. Mastered by Dave Kutch. Engineered by Dave Tozer and Jason Mott.	2:38	Sep 3, 2013	Production	Yes	https://open.spotify.com/track/37XoUirsSqwmJG9cyBhznJ?si=1f6f646f335b48fe
Yeezus 2	John Legend - Angel (Interlude) (feat. Stacy Barthe) (prod. DJ Camper, Jr. & Kanye West)	Track 13 from John Legend's 2013 album Love In The Future. Cover of the song "Angel" by Anita Baker. Features instruments from DJ Camper, Jr.. Mixed by Manny Marroquin, Chris Galland, and Delbert Bowers. Mastered by Dave Kutch. Engineered by Jim Caruana and Jacob Dennis.	1:24	Sep 3, 2013	Production	Yes	https://open.spotify.com/track/7tJRs2UPalK0XWwkQ4e73I?si=67a0a33a458947bc
Yeezus 2	John Legend - Asylum (feat. Jessyca Wilson) (prod. Dave Tozer, Kanye West & Mark Williams)	Track 15 from John Legend's 2013 album Love In The Future. Features keyboards from Dave Tozer, Mark Williams, and Andrew Horowitz. Features drum programming from Nana Kwabena. Features guitar from Mark Williams. Features drums from Jon Epcar. Mixed by Dave Tozer. Mastered by Dave Kutch. Engineered by Dave Tozer, Jason Agel, and Dave Rowland.	3:17	Sep 3, 2013	Production	Yes	https://open.spotify.com/track/7lomZYWSJafp2msfEQyjy5?si=8b5c7510ceb74875
Yeezus 2	John Legend - Caught Up (feat. Aude Cardona, Jessyca Wilson & Guordan Banks) (prod. Hit-Boy, Dave Tozer & Kanye West)	Track 16 from John Legend's 2013 album Love In The Future. Features keyboards from Dave Tozer, Mark Williams, and Andrew Horowitz. Mixed by Dave Tozer. Mastered by Dave Kutch. Engineered by Dave Tozer, Jason Agel, Dave Rowland, and Kenta Yonesaka.	3:46	Sep 3, 2013	Production	Yes	https://open.spotify.com/track/1cR4aNHFDCVESzt8HhxO17?si=5e32d36b409a4bc9
Yeezus 2	Pusha T - My Name Is My Name [Album] (exec. prod. Pusha T, Kanye West & Steven Victor)	Pusha T's 2013 album My Name Is My Name. Executive produced by Pusha T, Kanye West, and Steven Victor. Contains 12 tracks.	46:25	Oct 8, 2013	Production	Yes	https://open.spotify.com/album/42oQv8fbI5CbeuAasf2ILC?si=N9RssUjeQhiX6xUyfoDOQA
Yeezus 2	Pusha T - King Push (prod. Kanye West & Sebastian Sartor)	Track 1 from Pusha T's 2013 album My Name Is My Name. Written by Pusha T, Kanye West, and Sebastian Sartor. Mastered by Vlado Meller. Engineered by Paul Bailey. Samples the song "New Slaves" by Kanye West.	2:52	Oct 8, 2013	Production	Yes	https://open.spotify.com/track/1WRV8yp08cYHcvdEwuS0cU?si=496df5a1e62d4f00&nd=1&dlsi=06ef4b7343944e81
Yeezus 2	Pusha T - Sweet Serenade (feat. Chris Brown) (prod. Kanye West & Swizz Beatz)	Track 3 from Pusha T's 2013 album My Name Is My Name. Written by Pusha T, Kanye West, Swizz Beatz, and Chris Brown. Mixed by Anthony Kilhoffer and Kyle Ross. Mastered by Vlado Meller. Engineered by Paul Bailey. Samples the song "Also Sprach Zarathustra" by Jim Johnston.	3:39	Oct 8, 2013	Production	Yes	https://open.spotify.com/track/4nwxCitFgnLugXCl0JFNTJ?si=85fbe1061a72472d
Yeezus 2	Pusha T - Hold On (feat. Rick Ross & Kanye West) (prod. Kanye West & Hudson Mohawke)	Track 4 from Pusha T's 2013 album My Name Is My Name. Features keyboards from Darhyl "DJ" Camper. Written by Pusha T, Kanye West, Hudson Mohawke, Janice Hutson, Joe Reaves, Leroy Hutson, Michael Hawkins, W. Norman, and Rick Ross. Mixed and engineered by Noah Goldstein. Mastered by Vlado Meller. Samples the songs "Ghet-to Funk" by Duralcha and "Giving Love" by The Voices of East Harlem.	4:45	Oct 8, 2013	Feature	Yes	https://open.spotify.com/track/6dIzXA6IMEGYCW4Rgsj2Pg?si=9c4c4058ac75405e
Yeezus 2	Pusha T - Who I Am (feat. 2 Chainz & Big Sean) (prod. Kanye West & Mano) (I Am)	Track 9 from Pusha T's 2013 album My Name Is My Name. Written by Pusha T, Kanye West, Mano, Deborah Scroggins, S. Kwesi, Big Sean, and 2 Chainz. Mixed by Anthony Kilhoffer, Kyle Ross, and Finis White. Mastered by Vlado Meller. Engineered by Noah Goldstein and Finis White. Samples the songs "Long Red" by Mountain, "UFO" by ESG, and "Lgoyh." by Kwes.	3:41	Oct 8, 2013	Production	Yes	https://open.spotify.com/track/7rjzgYVrmVSxiHLPS8iX0d?si=7717fe7ffc9848e0
Yeezus 2	Pusha T - Nosetalgia (feat. Kendrick Lamar) (prod. Kanye West, Nottz & Twilite Tone)	Track 10 from Pusha T's 2013 album My Name Is My Name. Also released as a single on February 3rd, 2014. Written by Pusha T, Kanye West, Nottz, Twilite Tone, Homer Banks, Carl Hampton, DJ Scott La Rock, Kendrick Lamar, KRS-One, Malcolm McLaren, Raymond Jackson, and Trevor Horn. Mixed and engineered by Noah Goldstein. Mastered by Vlado Meller. Samples the songs "(If Loving You Is Wrong) I Don't Want to Be Right" by Bobby "Blue" Bland, "D'ya Like Scratchin'" by Malcolm McLaren, and "The Bridge Is Over" by Boogie Down Productions. Interpolates the song "Trouble on My Mind" by Pusha T as well as dialogue from the movie Rocky IV.	3:36	Oct 8, 2013	Production	Yes	https://open.spotify.com/track/7aK5rlTVxSgcqShPMI1TTH?si=45e38e33b5544830
Yeezus 2	Danny Brown - Dip (prod. SKYWLKR)	Track 13 from Danny Brown's 2013 album Old. Written by Danny Brown, SKYWLKR, Eric Timmons, Kanye West, Shawn Carter, MIKE DEAN, Rev Donaldson, and Chauncey Hollis. Mixed by Scott Stallone. Mastered by Tetsuya Sato. Engineered by Witt. Interpolates the songs "Niggas in Paris" by JAY-Z & Kanye West and "Da' Dip" by Freak Nasty.	3:31	Oct 8, 2013	Other	Yes	https://open.spotify.com/track/29Zj1r8cek15xe08vNUOLy?si=27aca4c9622f4bbf
Yeezus 2	Busta Rhymes - Thank You (feat. Q-Tip, Kanye West & Lil Wayne) (prod. Q-Tip & Busta Rhymes)	Released as a single on November 15th, 2013. Samples the song "I Want To Thank You" by Alicia Myers. Interpolates the song "Kuff" by Shelly Thunder.	4:00	Nov 15, 2013	Feature	Yes	https://open.spotify.com/track/2x5YsiXAqOEqSZ1iHWITHS?si=8ed3ff7017764e1e
Yeezus 2	CyHi - Black Hystori Project [Mixtape] (exec. prod. Kanye West)	CyHi's 2014 mixtape Black Hystori Project. Executive produced by Kanye West. Contains 18 tracks.	57:57	Feb 24, 2014	Production	No	https://www.datpiff.com/CyHi-The-Prynce-Black-Hystori-Project-mixtape.584369.html
Yeezus 2	CyHi - Cydel Young (prod. M16, Anomaly & Kanye West)	Track 13 from CyHi's 2014 mixtape Black Hystori Project.	4:45	Feb 24, 2014	Production	No	https://www.youtube.com/watch?v=e4W3vseMCGU
Yeezus 2	Rick Ross - Sanctified (feat. Kanye West, Big Sean & Betty Wright) (prod. Diddy, Kanye West, Mustard & MIKE DEAN)	Track 14 from Rick Ross' 2014 album Mastermind. Features instruments from Dernst "D'Mile" Emile II and MIKE DEAN. Written by Rick Ross, Kanye West, Big Sean, Dijon "DJ Mustard" McFarlane, and MIKE DEAN. Mixed by Diddy and Fabian Marasciullo. Mastered by Chris Athens. Engineered by Eric "eMIX" Hernandez, John Kercy, Noah Goldstein, and Dustin Capulong. Interpolates the song "Cash Money Is an Army" by B.G..	4:49	Mar 4, 2014	Feature	Yes	https://open.spotify.com/track/7tXx82JnGAKq9hv2SBx7cL?si=65aa6ea007694666
Yeezus 2	Future - I Won (feat. Kanye West) (prod. Metro Boomin & R. City) (Trophy)	Released as a single on April 8th, 2014. Also track 6 from Future's 2014 album Honest. Samples the song "Think (About It)" by Lyn Collins.	3:59	Apr 8, 2014	Feature	Yes	https://open.spotify.com/track/2T4JE91t7Js1DJ4rSHltcQ?si=c04a1d555d3945e0
Yeezus 2	G-Eazy - Let's Get Lost (feat. Devon Baldwin) (prod. G-Eazy & Christoph Andersson)	Track 11 from G-Eazy's 2014 album These Things Happen. Written by G-Eazy, Christoph Andersson, Devon Baldwin, Thomas Bangalter, Edwin Birdsong, Michael Dean, Guy Manuel de Homem-Christo, and Kanye West. Mixed by Jaycen Joshua and Ryan Kaul. Mastered by Dave Kutch. Engineered by G-Eazy. Interpolates the song "Stronger" by Kanye West.	4:00	Jun 23, 2014	Other	Yes	https://open.spotify.com/track/5DSr1NMci58MEgS20vivSL?si=082cc2b7e56543e2
0 Album Track(s) 3 Single(s) 11 Feature(s) 16 Production 0 Other	So Help Me God (Chiraq, Ye-Ye, Wolves)	(07/16/2014) (Kanye begins hosting recording sessions while staying in Mexico) (06/28/2015) (Kanye performs at Glastonbury)			Announced in February 2015, So Help Me God is now one of Kanye's most infamous unreleased projects. Essentially being a more advanced version of the songs developed during the Yeezus 2 era, So Help Me God gained significant hype as the teaser tracks of "Wolves," "All Day," and "Only One" was revealed to the public. Despite intending to release the album in March 2015, Kanye never finished So Help Me God, and only a few songs from the era ended up on The Life Of Pablo.		
So Help Me God	Nehruviandoom - Disastrous (prod. Madvillainz)	Track 9 from Nehruviandoom's 2014 album NEHRUVIANDOOM.	3:03	Sep 22, 2014	Production	Yes	https://open.spotify.com/track/5ZwBskBZLPkxhGCplLo5xM
So Help Me God	Big Sean - I Don't Fuck With You (feat. E-40) (prod. Kanye West, Mustard, Mikely "Mike Free" Adam, DJ Dahi & KeY Wane)	Released as a single on September 26th, 2014. Also track 4 from Big Sean's 2015 album Dark Sky Paradise. Written by Big Sean, Kanye West, E-40, Mustard, Mikely "Mike Free" Adam, DJ Dahi, KeY Wane, Willie Hansbro, and D.J. Rogers. Mixed by Rob Kinelski and David Baker. Mastered by Dave Kutch. Engineered by Gregg Rominiecki, Maximilian Jaeger, and Miguel Maloles. Samples the songs "September" by Earth, Wind & Fire and "Say You Love Me" by D.J. Rogers. Interpolates the song "I'm Good" by YG.	4:44	Sep 26, 2014	Production	Yes	https://open.spotify.com/track/7FYH5AW3bVfZHJIQpq3UOA?si=50b248cb269549ff
So Help Me God	Tyga - 40 Mill (prod. Kanye West, MIKE DEAN, Jess Jackson & Dupri)	Released as a single on October 14th, 2014. Interpolates dialogue from the movie Pain and Gain.	3:05	Oct 14, 2014	Production	Yes	https://open.spotify.com/track/5uBNMdSk5d4xgwLbfGmq9S?si=0452dec4730d43cb
So Help Me God	Theophilus London - Vibes [Album] (exec. prod. Kanye West)	Theophilus London's 2014 album Vibes. Executive produced by Kanye West. Contains 12 tracks.	41:58	Nov 4, 2014	Production	Yes	https://open.spotify.com/album/6IhFRqfxOviJed0wbxT1Yr?si=HSRtXqg1QmeMF0eYOoRiGw
So Help Me God	Theophilus London - Can't Stop (feat. Kanye West) (prod. 88-Keys, Brodinski & Club Cheval)	Track 4 from Theophilus London's 2014 album Can't Stop. Samples the song "You Can't Stop My Love" by Norman Feels.	4:51	Nov 4, 2014	Feature	Yes	https://open.spotify.com/track/5NWzO9jLluZ3R7FHFDtMqS?si=2443edbe1d404034
So Help Me God	Lorde - Flicker (Kanye West Rework)	Remix of the song "Yellow Flicker Beat" by Lorde. Also track 11 from the official soundtrack for the movie The Hunger Games: Mockingjay Part 1.	4:12	Nov 17, 2014	Production	Yes	https://open.spotify.com/track/0A8cJT245zXmWhcQWbtmw3?si=6581b2cd891842f2
So Help Me God	Pusha T - Lunch Money (prod. Kanye West & Charlie Heat)	Released as a single on November 19th, 2014. Samples the song "E.V.A." by Jean-Jacques Perrey.	2:51	Nov 19, 2014	Production	Yes	https://open.spotify.com/track/6jRp7SGnoItclMhFktX6Ia?si=5bd2b4230bae4690
So Help Me God	Beyoncé - Drunk in Love Remix (feat. JAY-Z & Kanye West)	Remix of the song "Drunk in Love" by Beyoncé. Track 17 from the platinum edition of Beyoncé's 2013 album Beyoncé. Samples the songs "Flashing Lights" by Kanye West and "Mandela" by Danyèl Waro. Interpolates the songs "Flashing Lights" by Kanye West and "I'm In It" by Kanye West.	6:35	Nov 24, 2014	Feature	Yes	https://open.spotify.com/track/0FZmAvivvifvtN3pZScbw1?si=681ce35e9c254cc4
So Help Me God	Chief Keef - Nobody (feat. Kanye West) (prod. 12 Million & Kanye West)	Released as a single on December 15th, 2014. Also track 9 from Chief Keef's 2014 album Nobody. Samples the song "Brothers Gonna Work It Out" by Willie Hutch.	4:11	Dec 15, 2014	Feature	Yes	https://open.spotify.com/track/6AYZI8vIEuJXOzIrH5QKoN?si=e71327685e9248c0
So Help Me God	Only One (feat. Paul McCartney & Ty Dolla $ign) (prod. Paul McCartney, Kanye West, Noah Goldstein & MIKE DEAN)	Released as a single on December 31st, 2014. Written by Paul McCartney, Kanye West, Kirby Lauryen, Noah Goldstein, and MIKE DEAN. Interpolates the tradition folk song "Now I Lay Me Down to Sleep".	4:42	Dec 31, 2014	Single	Yes	https://open.spotify.com/track/0j35X8cTq543QDYLOyqB8W?si=b07f38947ed349b1
