Era	Name	Notes (Join the Discord to help fix any issues + help with dead links)	File Date	Leak Date	Full Length	BPM	Available Length	Quality	Link(s)
JESUS IS KING	Wake The Dead	Version of "Wake The Dead" intended for released on the Stem Player. Ye's vocals are AI extracted most likely because the bleed sample was not cleared and to avoid getting sued, AI extraction was used.		Dec 12, 2024	2:26	82	Full	High Quality	https://pillows.su/f/1512441c589b9b417b355d301b971872
	Sessions								
JESUS IS KING	Baptized (Every Knee Shall Bow, Jesus Is Lord, Unhomme)	OG Filename: Baptized Project Session for an early version of "Jesus Is Lord", however it is basically empty.	Jul 24, 2019			78.8	OG File	Lossless	https://pillows.su/f/b922f0751037a4225315469a26aac5a5
JESUS IS KING	Freestyle 11 (ref. Sean Leon) (prod. Timbaland, Federico Vindver & Angel Lopez) (Ozark 10)	OG Filename: Freestyle 11 Sessions for the Sean Leon "Freestyle 11" reference track alongside the original Kanye version. Has multiple PTX files.	Aug 12, 2019		Varied	130	OG File	Lossless	https://pillows.su/f/7e13d7dbc9a063094eb01eda3bc16319
JESUS IS KING	Selah  (prod. Kanye West, E.VAX, BoogzDaBeast, Federico Vindver, benny blanco & Francis and the Lights) (I Love It (Remix), Chakras, HYPE AF, Good Morning, The Chakra)	OG Filename: SELAH Evan Version PT Sessions for E.VAX "Selah" and "Chakras". Has many versions. File was last worked on September 1st 2019, but has files from September 2018.	Sep 1, 2019			130	OG File	Lossless	https://pillows.su/f/5e051a2a092c0e329d4c3c658ccccaff
JESUS IS KING	Selah  (ref. Olskool Ice-Gre) (prod. Kanye West, E.VAX, BoogzDaBeast, Federico Vindver, benny blanco & Francis and the Lights) (I Love It (Remix), Chakras, HYPE AF, Good Morning, The Chakra)	OG Filename: Copy of Selah - 10.22.19 Greg ref Session for a reference version of "Selah" by Olskool Ice-Gre.	Oct 22, 2019		3:03	130	OG File	Lossless	https://pillows.su/f/67977550ff63a0f90e133cd5ed1594d7
JESUS IS KING	Sunday (Closed on Sunday)	OG Filename: Sunday Project Session for an early version of "Closed On Sunday".	Jul 21, 2019			98	OG File	Lossless	https://pillows.su/f/64a27e00d5e7ff9a0e004589e8326487
JESUS IS KING	Sweet Jesus (feat. Sunday Service Choir & Federico Vindver) (Belt Of Truth, Jesus Sweet Jesus)	OG Filenames: SWEET JESUS CHOIR + BASS Sessions for "Sweet Jesus" included in the JESUS IS KING bundle groupbuy. Also includes stems.	Jul 23, 2019			83	OG File	Lossless	https://pillows.su/f/c68990d2edeb2ed5790ad850ecdb8906
JESUS IS KING	Sweet Jesus (feat. Sunday Service Choir & Federico Vindver) (Belt Of Truth, Jesus Sweet Jesus)	OG Filenames: Sweet Jesus Project  Sessions for "Sweet Jesus" included in the JESUS IS KING bundle groupbuy.	Aug 20, 2019			83	OG File	Lossless	https://pillows.su/f/e4e6d15e86468f22a420634ef57bc055
JESUS IS KING	Wake The Dead	Sessions for "Wake The Dead".	Jul 22, 2019		2:20	82	OG File	Lossless	https://pillows.su/f/519a3d26e2d8be368566735d2e709a86
JESUS IS KING	Ty Dolla $ign - Ego Death (feat. Kanye West, FKA twigs & serpentwithfeet) (prod. Skrillex & BoogzDaBeast)	OG Filename: EGO DEATH NEW SKRIL 1.2 Project Stems for an 4.20.19 version of "Ego Death". This however turned out to be a May 13th copy of the stems for an unknown reason. Leaked as a bonus for the "Don't Jump" Soakbuy finishing early.	May 13, 2019	Feb 22, 2025	3:49	111	OG File	Lossless	https://pillows.su/f/0c9b9a9620a00854172a18af58728985
	Studio Stems								
JESUS IS KING	JESUS IS KING	A lot of folders containing stems for a version of nearly every JESUS IS KING song and a couple throwaways, leaked in September 2021. Full folder here for ease of download. Several song folders for unleaked songs were removed by the leaker. This likely includes "Glory", "Wake The Dead", "In The Morning" and possibly "Through The Valley" or "New Body".	Varied	Sep 25, 2021		Varied	Partial	Lossless	https://pillows.su/f/6831437090af1c266119d08b8206ca04 https://drive.google.com/drive/folders/1SugfZW4psd3g81Uvl6DyFT4wcgJfM6LA?usp=sharing
JESUS IS KING	Breastplate [Vocals Only] (feat. Sunday Service Choir, Victory & Federico Vindver) (Bad Taste, Breastplate Of Right, Use This Gospel, Law of Attraction, Grab Your Armour For Protection, Breastplate Of Righteousness)	OG Filename: Breastplate FILES Breastplate Of Righteousness stems that only consist of the vocals.	Aug 16, 2019		3:11	148	OG File	Lossless	https://pillows.su/f/9d4e640bc4172aacd33241fafa168769
JESUS IS KING	Beauty To Ashes (The Glade, Beauty From Ashes, Up From The Ashes, Ashes)	Leaked studio quality stems for "Beauty To Ashes", leaked in June 2021.			2:50	148	OG File	Lossless	https://pillows.su/f/017b9686a35c3f00efd2407dbc20445e https://drive.google.com/drive/folders/1e1EN0Np6MFjZPmDAyeH8-SghS9_FdKMI
JESUS IS KING	Closed On Sunday (prod. Kanye West, Angel Lopez, Brian "AllDay" Miller, Federico Vindver & Timbaland) (Sunday)	Leaked studio quality stems for "Closed On Sunday", leaked in June 2021.			2:33	98	OG File	Lossless	https://pillows.su/f/f720abbbdaaf282cb6ef3df67b39fb40 https://drive.google.com/drive/folders/1QMRz6ukHGgUBqym3KyKnctAq8Ty_H6pA
JESUS IS KING	Every Hour (feat. Sunday Service Choir) (prod. Kanye West, Budgie & Federico Vindver)	Leaked CD quality stems for an early version of "Every Hour", leaked in September 2021.	Oct 23, 2019		1:52	77	OG File	CD Quality	https://pillows.su/f/538702824ec29a8eb01fd80c3682e5fe
JESUS IS KING	Everything We Need (feat. Ty Dolla $ign & Ant Clemons) (prod. Kanye West, FnZ, Ronny J, BoogzDaBeast, Federico Vindver & MIKE DEAN) (Jeet, Leave It In, The Storm, XXX, We Begin, We Begin After the Storm Inside)	Leaked CD quality stems for an early version of "Everything We Need", leaked in September 2021.	Oct 22, 2019		1:56	117	OG File	CD Quality	https://pillows.su/f/2f6f41eb5cca592c1cf53331081700dc
JESUS IS KING	Follow God (prod. Kanye West, BoogzDaBeast & Xcelence)	Leaked studio quality stems for an early version of "Follow God", leaked in September 2021.			1:44	90	OG File	Lossless	https://pillows.su/f/022ee6d3e334935869b824c23f18c360 https://drive.google.com/drive/folders/1KWUZAAVfDIRs0LYPQb-FrHv6QuzfSXsS
JESUS IS KING	Glory [Brass Stem]	OG Filename: Glory - 10.22.19 For Horn Tracking brass stem Brass stem for an early mumble version of "Glory". The version without the brass stem can be found in the unreleased section with the name "Glory - 10.22.19 For Horn Tracking".	Oct 22, 2019		2:19	127	OG File	CD Quality	https://pillows.su/f/8be9d89ce4036570b9d1de24378a3d94
JESUS IS KING	God Is (prod. Kanye West, Warryn Campbell, Labrinth, Angel Lopez & Federico Vindver)	Leaked CD quality stems for a version of "God Is", leaked in September 2021.	Oct 25, 2019		3:23	105	OG File	CD Quality	https://pillows.su/f/67eb100a6148e862466c5ccd9470284f
JESUS IS KING	God Is (prod. Kanye West, Warryn Campbell, Labrinth, Angel Lopez & Federico Vindver)	Leaked CD quality stems for a version of "God Is", leaked in September 2021.	Oct 26, 2019		3:23	105	OG File	CD Quality	https://pillows.su/f/c0552de79a5ba2909dcdcd66f2451a9a
JESUS IS KING	Hands On (feat. The WRLDFMS Tony Williams)	OG Filename: 190904 HANDS ON - Recut Stems Stems for The WRLDFMS Tony Williams harmonization vocals for "Hands on".	Sep 5, 2019		0:34	78	OG File	Lossless	https://pillows.su/f/78c2deee7fd993b400abd7684acdc5a3
JESUS IS KING	Hands On (feat. Fred Hammond) (prod. Kanye West, Angel Lopez, Federico Vindver & Timbaland)	Leaked studio quality stems for "Hands On", leaked in September 2021.			3:24	78	OG File	Lossless	https://pillows.su/f/6a8fd2be7db529b0a410d3b5624bf62a https://drive.google.com/drive/folders/1a5sFWZw76N0zOyUE0A8WWLvyUHhV3H2S?usp=sharing
JESUS IS KING	I Know God Breathed On This (God Breathed, Breathe, God Breathed On This, God Breathes, I Know God, God Breath On This)	Studio quality stems for "I Know God Breathed On This" JIK version. Leaked in August 2021.			1:43	130	OG File	CD Quality	https://pillows.su/f/9ea42026bb02766aab0b9e6b69d03cac
JESUS IS KING	In God's Country [Sample Stem] (Work It Out, God's Country)	OG Filename: Work It Out 166 BPM Stem for the sample of "In God's Country".	Jul 21, 2019		0:46	166	OG File	Lossless	https://pillows.su/f/2f096e722a667d82113502a725f7a9eb
JESUS IS KING	Jesus Is Lord (feat. Federico Vindver) (prod. Kanye West, Angel Lopez, AllDay, Federico Vindver & Timbaland) 	Leaked studio quality stems for an early version of "Jesus Is Lord", leaked in September 2021.			2:32	78.8	OG File	Lossless	https://pillows.su/f/f58f698436cdc839b848ccd572ca6405
JESUS IS KING	Jesus Is Lord (Correction) (feat. Federico Vindver) (prod. Kanye West, Angel Lopez, AllDay, Federico Vindver & Timbaland)  (Baptized, Every Knee Shall Bow)	Leaked studio quality stems for an early version of "Jesus Is Lord", leaked in September 2021.			0:51	78.8	OG File	CD Quality	https://pillows.su/f/eb91c43c5bd83a5574c93345dab4f310
JESUS IS KING	LA Monster (LA Prophet)	Studio quality stems for the unreleased JESUS IS KING throwaway "LA Monster", leaked in June 2021.			2:10	100	OG File	Lossless	https://pillows.su/f/40f2aae7c1530d2056aff8745fbaa068 https://drive.google.com/drive/folders/1e3VyqccZInFBOYneotGflyoFdbQ3vTzp
JESUS IS KING	Lord I Need You [Sample Stem] (Lord, Lord I Need You, Lord I Need You Right Now, Wrap Your Arms Around Me)	OG Filename: Lord I Need You 165 BPM Stem for the sample of "Lord I Need You".	Aug 9, 2019		0:58	165	OG File	CD Quality	https://pillows.su/f/c0e7d046ab1fd64cd0f0efaac5f35a1d
JESUS IS KING	On God (prod. Kanye West, BoogzDaBeast, Michael Cerda, Pi'erre Bourne & Federico Vindver)	Leaked studio quality stems for an early version of "On God", leaked in June 2021.			2:29	73	OG File	Lossless	https://pillows.su/f/675b5ae1c1c8ce427ee768949b92c720 https://drive.google.com/drive/folders/1iA749JgMpKh_9_pnjO8v8m3YsMLd9DUO
JESUS IS KING	Selah (prod. Pi'erre Bourne)	Stems for Pi'erre Bourne's version of "Selah" leaked as part of the JESUS IS KING Bundle groupbuy.	Jun 28, 2019		3:12	130	OG File	Lossless	Link Needed
JESUS IS KING	Selah  (feat. Sunday Service Choir) (prod. Kanye West, E.VAX, BoogzDaBeast, Federico Vindver, benny blanco & Francis and the Lights) (I Love It (Remix), Chakras, HYPE AF, Good Morning, The Chakra)	Leaked studio quality stems for an early version of "Selah", leaked in September 2021.			3:04	130/118/133/130	OG File	Lossless	https://pillows.su/f/68e017e74871b001cbfa1419da9ba12c https://drive.google.com/drive/folders/11nVyUk-X4tiEqV0JN1Ziq9Z2T0tNTQ1K
JESUS IS KING	Sweet Jesus (feat. Sunday Service Choir & Federico Vindver) (Belt Of Truth, Jesus Sweet Jesus)	3 track stems for "Sweet Jesus".	Aug 13, 2019		1:47	83	OG File	Lossless	https://pillows.su/f/dbe55aa5261406e0ac582838adc817ba
JESUS IS KING	Use This Gospel (feat. Clipse, Kenny G & Sunday Service Choir) (prod. Kanye West, Angel Lopez, DrtWrk, Federico Vindver, Timbaland, BoogzDaBeast & Pi'erre Bourne) (Bad Taste, Breastplate of Right, Law of Attraction, Breastplate Of Righteousness, Grab Your Armour For Protection)	Leaked studio quality stems for "Use This Gospel", leaked in September 2021.			3:38	148	OG File	Lossless	https://pillows.su/f/1eb269d83ad20bf36d860c5c5ab4ea19 https://drive.google.com/drive/folders/1mGj1mH4IyRQFVAdCZ6e1tOnQzLvGFe8S
JESUS IS KING	Wake The Dead	Full stems for "Wake The Dead" included in the session files.	Jun 28, 2019		2:26	82	OG File	Lossless	https://pillows.su/f/073f9976574dbb46801a379d3174d9ce
JESUS IS KING	Water (feat. Sunday Service Choir, Federico Vindver & Ant Clemons) (prod. Kanye West, BoogzDaBeast, Angel Lopez, Federico Vindver & Timbaland) (Clean Us Like The Rain In Spring)	Leaked studio quality stems for an early version of "Water", leaked in September 2021.			2:47	81.5232	OG File	Lossless	https://pillows.su/f/f5bf655e14d8589f0fa1586e1f3eeffc https://drive.google.com/drive/folders/1hbOR4chxdZxIVF71cGQsZxJnND3mTGNH
	Acapellas								
JESUS IS KING	Baptized (feat. Isaiah) (Jesus Is Lord, Every Knee Shall Bow)	OG Filename: Baptized - KW and Isaiah Freestyle Acca Freestyle acapella for an early version of "Baptized".	Aug 22, 2019		9:50	78.8	OG File	Lossless	https://pillows.su/f/35479aa3c8be3e41f42a380b1b8eeba8
JESUS IS KING	Bound [Choir Stem] (feat. Sunday Service Choir) (Bound 3)	OG Filename: Bound 102bpm - ALL CHOIR Sunday Service Choir acapella for "Bound".	Oct 21, 2019		1:00	102	OG File	Lossless	https://pillows.su/f/b5a3e54cacb90924cf8757654213ae6e
JESUS IS KING	Breastplate Of Righteousness (feat. Clipse) (Bad Taste, Breastplate Of Right, Use This Gospel, Law of Attraction, Grab Your Armour For Protection)	OG Filename: Breastplate of Righteousness - 09.21.19 Device Stems Vocals Acapella of an alternate "Use This Gospel" version, dubbed "Breastplate of Righteouness". Contains the "grab your armor" line.	Sep 21, 2019		4:12	148	OG File	Lossless	https://pillows.su/f/9818d5a278cefbc18f52e43be61950e5
JESUS IS KING	Follow God (ref. Rhymefest)	OG Filename: Follow God Loop - 09.13.19 Rhymefest Ref acca Acapella for a Rhymefest ref track for "Follow God".	Sep 13, 2019	Oct 10, 2023	1:18	90	OG File	Lossless	https://pillows.su/f/713409ece9b1f8a18c6ef14de7a9ce19
JESUS IS KING	Freestyle 1 (Hands On)	OG Filename: F+A Freestyle 1 ACC 86bpm Acapella for one of Kanye's freestyles.	Aug 8, 2019		2:05	86	OG File	Lossless	https://pillows.su/f/4d5d3c06f3dec29ac5fc2f0742d0d766
JESUS IS KING	Freestyle 2	OG Filename: F+A Freestyle 2 ACC 88bpm Acapella for one of Kanye's freestyles.	Aug 8, 2019		0:46	88	OG File	Lossless	https://pillows.su/f/fc6fabe8b1e152ddbf6b14ae481bf4b4
JESUS IS KING	Freestyle 3 (Follow God)	OG Filename: F+A Freestyle 3 ACC 182bpm Acapella for one of Kanye's freestyles.	Aug 8, 2019		1:19	182	OG File	Lossless	https://pillows.su/f/3f605a768a9ead3708cfe1e8492017ff
JESUS IS KING	Freestyle 4	OG Filename: F+A Freestyle 4 ACC 85bpm Acapella for one of Kanye's freestyles.	Aug 8, 2019		2:01	85	OG File	Lossless	https://pillows.su/f/10468fdd6869a0d40e9107cc6d0851ff
JESUS IS KING	Freestyle 5	OG Filename: F+A Freestyle 5 ACC 150bpm Acapella for one of Kanye's freestyles.	Aug 8, 2019		2:56	150	OG File	Lossless	https://pillows.su/f/b121a0699ad79240f64fdd86a920bf30
JESUS IS KING	Freestyle 6	OG Filename: F+A Freestyle 6 ACC 85bpm Acapella for one of Kanye's freestyles.	Aug 8, 2019		1:30	85	OG File	Lossless	https://pillows.su/f/d53752b6bd3170ebf2ff807ccc1b43e8
JESUS IS KING	Freestyle 7	OG Filename: F+A Freestyle 7 ACC 102bpm Acapella for one of Kanye's freestyles.	Aug 8, 2019		1:55	102	OG File	Lossless	https://pillows.su/f/db397e5808c28720dcb5919e23496ad7
JESUS IS KING	Freestyle 8	OG Filename: F+A Freestyle 8 ACC 110bpm Acapella for one of Kanye's freestyles.	Aug 8, 2019		1:18	110	OG File	Lossless	https://pillows.su/f/69b95bbac7e0270d73b59c277285add0
JESUS IS KING	Freestyle 9	OG Filename: F+A Freestyle 9 ACC 151bpm Acapella for one of Kanye's freestyles.	Aug 8, 2019		1:22	151	OG File	Lossless	https://pillows.su/f/1e89efd08953a4bd0cf96eb1347049d7
JESUS IS KING	Freestyle 12	OG Filename: F+A Freestyle 12 ACC 153bpm Acapella for one of Kanye's freestyles.	Aug 8, 2019		1:20	153	OG File	Lossless	https://pillows.su/f/bad66ef2d4f8d6d0372d0dbd281789a3
JESUS IS KING	Selah (ref. Olskool Ice-Gre)	OG Filename: Selah - 10.22.19 Greg acc Olskool Ice-Gre acapella for his "Selah" reference track.			3:03	130	OG File	CD Quality	https://pillows.su/f/61a5e8d936f9af1fc34d96bef48a6f19
JESUS IS KING	Sweet Jesus (Belt Of Truth, Jesus Sweet Jesus)	OG Filename: SJYE Ref AC Kanye Acapella for "Sweet Jesus".	Sep 3, 2019		1:55	83	OG File	Lossless	https://pillows.su/f/b59865720723ec2b07fd8b0c7c27d7df
JESUS IS KING	The Glade (Up From The Ashes)	OG Filename: The Glade - Ye Vocal Ref Raw acapella stem for "The Glade" leaked as part of the JESUS IS KING Bundle groupbuy.			3:14	72	OG File	Lossless	https://pillows.su/f/12035c0cbf044416d36a03cb4c8c822e
JESUS IS KING	Through The Valley (ref. Momo Boyd) (I Was On Top of a Mountain, Valley)	OG Filename: Through the Valley - Daton Tracking Vocal Comp Acapella for "Through The Valley" leaked as part of the JESUS IS KING Bundle groupbuy.	Aug 30, 2019		2:52	87	OG File	Lossless	https://pillows.su/f/3fe253f9b5cb46103c9713da414a2d34
JESUS IS KING	Wake The Dead (ref. Rhymefest)	Rhymefest reference acapellas for "Wake The Dead".			0:31 0:38	82	OG File	Lossless	https://pillows.su/f/324cf7a1a68aecf894aa644527f6fcdd https://pillows.su/f/bfbddc6e427b45757d90035795594a26
	Instrumentals								
JESUS IS KING	Baptized (Jesus Is Lord, Every Knee Shall Bow)	OG Filename: F+A Baptized V4 INS 78.7 "Baptized" instrumental. Different to release.	Aug 24, 2019		2:30	78.7	OG File	Lossless	https://pillows.su/f/ff8154caeb87290b9911bc1512d6586f
JESUS IS KING	Baptized (Jesus Is Lord, Every Knee Shall Bow)	OG Filename: F+A Baptized V4 INS (With Horn Lines) "Baptized" instrumental. Different to release.	Aug 24, 2019		2:30	78.7	OG File	Lossless	https://pillows.su/f/e056d441d4bf046ffe383443f12dd327
JESUS IS KING	Bound 3 (prod. Budgie Beats) (Bound)	OG Filename: zion perfect peace bound3 free 102bpm "Bound 3" instrumental produced by Swizz Beatz. Seen on the John Monopoly playlist. Leaked after the successful "Bound 3" GB.			2:05	102	OG File	High Quality	https://pillows.su/f/1439b905a7a9bde55d9c15afc7c4eb03
JESUS IS KING	Bound (prod. Federico Vindver & Angel Lopez) (Bound 3)	OG Filename: bound fede replay budgie chop Early "Bound" chop.			1:19	102	OG File	High Quality	https://pillows.su/f/a0e6902f95c3192694d352fa0813fa7c
JESUS IS KING	Don't Give Up (prod. AllDay & Budgie Beats) (Lord Christ, Lord Christ We Need You Now More Than Ever, Christ)	OG Filename: mattie.moss_allday.budgie.instr "Don't Give Up" instrumental. Leaked as part of a groupbuy.			2:31	86	OG File	High Quality	https://pillows.su/f/c954c005e6b6e762c6df9817b4851fc8
JESUS IS KING	Freestyle 11 (prod. Timbaland) (Ozark 10)	OG Filename: F+A Freestyle 11 V2 130bpm INS Instrumental for Ozark 10 now known as "Freestyle 11". The instrumental was bounced way after the song with vocals for whatever reason.	Dec 13, 2019			130	OG File	Lossless	https://pillows.su/f/cddfbf7dd9b05dfe20864c95748c2792
JESUS IS KING	Let It Go (prod. Labrinth)	2 other instrumental versions for "Let It Go" proven to exist by the "V3" filename.				83	Confirmed	Not Available	
JESUS IS KING	Let It Go (prod. Labrinth)	2 other instrumental versions for "Let It Go" proven to exist by the "V3" filename.				83	Confirmed	Not Available	
JESUS IS KING	Let It Go (prod. Labrinth)	OG Filename: Let It Go - Lab 003 V3 Another Instrumental for "Let It Go", produced by Labrinth.			0:54	83	Full	CD Quality	https://pillows.su/f/7ab8a029938afaabbb4300f15db5b8ce
JESUS IS KING	Let It Go (prod. Federico Vindver)	OG Filename: Let it go FedeInsReplay 81.8bpm Fede instrumental for "Let It Go".			3:31	81.8	Full	CD Quality	https://pillows.su/f/48549ae271a8bc74978417e9f5fa1172
JESUS IS KING	Selah (feat. Sunday Service Choir) (Chakras, The Chakra, Chakra, I Love It (Remix), Good Morning)	OG Filename: KW-SELAH-Update.4.lowerlevel.INSTR.2 Filename shown by Shogani. Nothing else is known.				130	Rumored	Not Available	N/A
JESUS IS KING	Sunday (prod. Timbaland, AllDay, Federico Vindver & Angel Lopez) (Closed On Sunday)	OG Filename: Sunday F+A (OldChords) 98 bpm NOSAMPLE Filename shown by Alek. Has a instrumental from all other known versions.	Jul 22, 2019		2:07	97	OG File	Lossless	https://pillows.su/f/b69344025c2b451acb0846a6dfd634bc
JESUS IS KING	Sunday (prod. Timbaland, AllDay, Federico Vindver & Angel Lopez) (Closed On Sunday)	OG Filename: Sunday F+A (NewChordsNylon) 98 bpm NOSAMPLE Filename shown by Alek. Has a slightly different instrumental from other versions.	Jul 23, 2019		2:07	97	OG File	CD Quality	https://pillows.su/f/93437e04ed91194cfdcc39fe58ac1af7
JESUS IS KING	Through The Valley (prod. Momo Boyd) (I Was On Top of a Mountain, Valley)	OG Filename: Through the Valley - Daton Tracking Gtr Ref Instrumental for "Through The Valley" leaked as part of the JESUS IS KING Bundle groupbuy.	Aug 30, 2019		2:52	87	OG File	Lossless	https://pillows.su/f/9a2864540bf1a3cf3c566dc50cec2f8f
JESUS IS KING	Wake The Dead (prod. Pi'erre Bourne)	Pi'erre Bourne version of the "Wake The Dead" instrumental. Samples zombie noises. Likely made on or around June 28th, 2019.	Jun 28, 2019		2:21	82	OG File	CD Quality	https://pillows.su/f/7531473fd3ae2466a70d29488d7b3ee7
JESUS IS KING	Tyler, The Creator - PUPPET (prod. Tyler, The Creator)	Instrumental for "PUPPET".		Feb 22, 2024	2:57	78	Full	CD Quality	https://pillows.su/f/4dce08c3c717fcbf83d0512ca4477c1f
